global_step mean_loss accuracy conv1/kernel_gradient_mean_norm res2_0_branch2/kernel_gradient_mean_norm res2_1_branch2/kernel_gradient_mean_norm res2_2_branch2/kernel_gradient_mean_norm res2_3_branch2/kernel_gradient_mean_norm res2_4_branch2/kernel_gradient_mean_norm res2_5_branch2/kernel_gradient_mean_norm res2_6_branch2/kernel_gradient_mean_norm res2_7_branch2/kernel_gradient_mean_norm res2_8_branch2/kernel_gradient_mean_norm res2_9_branch2/kernel_gradient_mean_norm res2_10_branch2/kernel_gradient_mean_norm res2_11_branch2/kernel_gradient_mean_norm res2_12_branch2/kernel_gradient_mean_norm res2_13_branch2/kernel_gradient_mean_norm res2_14_branch2/kernel_gradient_mean_norm res2_15_branch2/kernel_gradient_mean_norm res2_16_branch2/kernel_gradient_mean_norm res2_17_branch2/kernel_gradient_mean_norm res2_18_branch2/kernel_gradient_mean_norm res2_19_branch2/kernel_gradient_mean_norm res2_20_branch2/kernel_gradient_mean_norm res2_21_branch2/kernel_gradient_mean_norm res2_22_branch2/kernel_gradient_mean_norm res2_23_branch2/kernel_gradient_mean_norm res2_24_branch2/kernel_gradient_mean_norm res2_25_branch2/kernel_gradient_mean_norm res2_26_branch2/kernel_gradient_mean_norm res2_27_branch2/kernel_gradient_mean_norm res2_28_branch2/kernel_gradient_mean_norm res2_29_branch2/kernel_gradient_mean_norm res2_30_branch2/kernel_gradient_mean_norm res2_31_branch2/kernel_gradient_mean_norm res2_32_branch2/kernel_gradient_mean_norm res2_33_branch2/kernel_gradient_mean_norm res2_34_branch2/kernel_gradient_mean_norm res2_35_branch2/kernel_gradient_mean_norm res2_36_branch2/kernel_gradient_mean_norm res2_37_branch2/kernel_gradient_mean_norm res2_38_branch2/kernel_gradient_mean_norm res2_39_branch2/kernel_gradient_mean_norm res2_40_branch2/kernel_gradient_mean_norm res2_41_branch2/kernel_gradient_mean_norm res2_42_branch2/kernel_gradient_mean_norm res2_43_branch2/kernel_gradient_mean_norm res2_44_branch2/kernel_gradient_mean_norm res2_45_branch2/kernel_gradient_mean_norm res2_46_branch2/kernel_gradient_mean_norm res2_47_branch2/kernel_gradient_mean_norm res2_48_branch2/kernel_gradient_mean_norm res2_49_branch2/kernel_gradient_mean_norm res2_50_branch2/kernel_gradient_mean_norm res2_51_branch2/kernel_gradient_mean_norm res2_52_branch2/kernel_gradient_mean_norm res2_53_branch2/kernel_gradient_mean_norm res2_54_branch2/kernel_gradient_mean_norm res2_55_branch2/kernel_gradient_mean_norm res2_56_branch2/kernel_gradient_mean_norm res2_57_branch2/kernel_gradient_mean_norm res2_58_branch2/kernel_gradient_mean_norm res2_59_branch2/kernel_gradient_mean_norm res2_60_branch2/kernel_gradient_mean_norm res2_61_branch2/kernel_gradient_mean_norm res2_62_branch2/kernel_gradient_mean_norm res2_63_branch2/kernel_gradient_mean_norm
10460 1.3561906 0.5064984 0.0038337826 8.203407e-05 6.6181885e-05 7.7579796e-05 6.651732e-05 6.809129e-05 4.8206188e-05 5.5043118e-05 4.3880507e-05 3.691821e-05 5.007299e-05 3.4415232e-05 4.7211204e-05 4.3813874e-05 3.8376395e-05 4.0428193e-05 2.9127867e-05 3.8498292e-05 3.7775048e-05 4.879618e-05 3.653325e-05 3.4227218e-05 3.843813e-05 3.3641358e-05 5.093308e-05 3.9007202e-05 2.7262044e-05 6.1340674e-05 4.0996845e-05 2.9654375e-05 3.7680627e-05 4.1902626e-05 4.3393233e-05 2.0311609e-05 2.6631373e-05 4.4430602e-05 3.367056e-05 1.8537632e-05 3.6115245e-05 5.0575436e-05 4.60532e-05 5.3712287e-05 3.429844e-05 4.208667e-05 6.208226e-05 5.8092457e-05 4.9714705e-05 5.5626617e-05 4.7055702e-05 5.1518742e-05 3.7152688e-05 5.6971203e-05 7.152839e-05 6.845493e-05 5.8890753e-05 6.983968e-05 5.727653e-05 6.173016e-05 7.4192685e-05 6.667453e-05 9.7301854e-05 5.7187888e-05 5.7771627e-05 0.00012440399 0.000188128
10470 1.3555442 0.5066964 0.009291609 0.00015939755 0.00012426377 0.00013280155 0.00012973165 0.00011593963 0.00011284137 0.00012157265 9.359129e-05 9.232373e-05 0.00013486433 6.9979265e-05 0.00010753575 7.1262e-05 7.0154674e-05 6.7960704e-05 7.936721e-05 9.094319e-05 8.111609e-05 8.962664e-05 5.4800283e-05 6.342479e-05 7.9579855e-05 7.638646e-05 9.130071e-05 7.085892e-05 6.114987e-05 6.6095316e-05 4.735602e-05 3.2603013e-05 5.622805e-05 5.5602824e-05 6.720401e-05 3.8312024e-05 6.93526e-05 5.0476734e-05 6.9403104e-05 7.1006034e-05 6.80763e-05 8.0991864e-05 7.242882e-05 0.0001013367 8.928612e-05 8.502456e-05 9.953687e-05 0.000119227334 0.000114764916 8.7912136e-05 0.00014936937 0.00012602043 0.00010712987 0.00012995608 0.00015458766 0.00016519919 0.000101806276 4.6382444e-05 8.7417255e-05 0.00013440046 9.6630225e-05 0.000107941574 0.00013205771 0.00013828436 0.00011210772 0.0002021114 0.00028502097
10480 1.355598 0.50666404 0.0066421903 0.000106211264 7.180456e-05 9.191331e-05 7.860397e-05 7.52947e-05 6.585002e-05 9.518979e-05 7.0514565e-05 5.848651e-05 7.178607e-05 4.9716175e-05 7.571222e-05 3.81655e-05 5.2864787e-05 3.710175e-05 3.616886e-05 4.762489e-05 5.0849332e-05 5.3515596e-05 3.832971e-05 4.5471712e-05 4.017029e-05 4.6616282e-05 5.3693162e-05 5.5860295e-05 4.1428917e-05 7.6419565e-05 4.843025e-05 3.2761498e-05 4.1791067e-05 7.016554e-05 3.746274e-05 2.7523347e-05 3.2217715e-05 4.917678e-05 4.8778656e-05 2.3373434e-05 4.885475e-05 5.315895e-05 4.2910546e-05 3.4935434e-05 2.8256178e-05 5.2243257e-05 5.0299717e-05 3.8592127e-05 5.8177175e-05 5.9114926e-05 7.2430805e-05 4.71933e-05 4.3363165e-05 4.759883e-05 6.830507e-05 6.546611e-05 5.67041e-05 4.7453475e-05 6.928859e-05 6.85729e-05 5.6701785e-05 5.803812e-05 0.00010982759 8.830249e-05 7.043496e-05 8.14283e-05 0.0001324037
10490 1.3563427 0.5063512 0.0075568873 0.00016888962 8.617176e-05 0.00012360881 0.00012439475 8.42296e-05 0.00012117546 9.7285236e-05 8.56825e-05 8.674778e-05 0.00010237013 6.399343e-05 8.846302e-05 7.265756e-05 6.261949e-05 6.600819e-05 5.162678e-05 6.484999e-05 7.744224e-05 8.4241605e-05 6.705709e-05 7.436178e-05 6.389991e-05 5.2859472e-05 8.1303966e-05 0.000102321304 5.989386e-05 6.600892e-05 7.8830446e-05 5.305399e-05 6.3894164e-05 0.00010409476 8.5918735e-05 6.66104e-05 4.3661694e-05 0.00011523384 9.110118e-05 4.5743054e-05 5.9864582e-05 7.678466e-05 6.922131e-05 7.9846584e-05 0.00010145971 7.663444e-05 8.4659936e-05 0.00012909218 9.114642e-05 7.815287e-05 9.709001e-05 9.6979034e-05 6.998789e-05 9.4171824e-05 0.00011682291 0.00012669976 7.450292e-05 0.00010305841 0.00010237207 0.00011313647 0.00010516987 8.135176e-05 0.00014765735 0.000104691244 8.340149e-05 0.00014624064 0.00015962218
10500 1.3558769 0.5064617 0.0070566037 6.243519e-05 5.1635183e-05 5.9291153e-05 6.8937894e-05 5.068994e-05 4.937457e-05 4.8894915e-05 5.058515e-05 5.9632344e-05 4.9926817e-05 3.4526973e-05 4.9494243e-05 5.0257735e-05 3.7780614e-05 3.388722e-05 4.1427196e-05 4.088408e-05 4.5049168e-05 4.7559042e-05 3.8016868e-05 3.9837545e-05 4.5150962e-05 3.311029e-05 5.6235483e-05 5.4720556e-05 2.5787982e-05 5.4036373e-05 4.3195367e-05 4.0239054e-05 4.0372226e-05 5.1623065e-05 4.056939e-05 3.346431e-05 2.5650004e-05 3.8018097e-05 5.5799243e-05 2.706811e-05 3.539066e-05 4.243835e-05 4.4103705e-05 4.4011344e-05 4.324892e-05 4.723539e-05 5.0036615e-05 6.177029e-05 3.8929502e-05 5.610134e-05 5.1086077e-05 5.7081616e-05 4.066202e-05 5.7968242e-05 7.049363e-05 6.451093e-05 3.771626e-05 3.4667006e-05 4.829341e-05 6.1711275e-05 4.880173e-05 5.0693947e-05 7.399426e-05 6.187445e-05 4.4498865e-05 8.2723964e-05 7.363739e-05
10510 1.355294 0.50673586 0.0064698933 0.000116413445 7.6270575e-05 0.00011321312 8.20441e-05 6.227152e-05 8.192496e-05 7.245586e-05 6.164847e-05 7.117629e-05 6.363426e-05 6.004236e-05 7.084491e-05 4.8194503e-05 6.1547755e-05 6.775704e-05 4.134414e-05 7.233557e-05 5.343397e-05 6.027044e-05 7.2211944e-05 5.268698e-05 6.571828e-05 3.9938892e-05 6.7340196e-05 5.6425808e-05 5.3687196e-05 6.935868e-05 5.2721258e-05 4.7062887e-05 5.0191e-05 5.032483e-05 5.1492658e-05 3.8773574e-05 4.6763944e-05 5.7326968e-05 4.817129e-05 3.9673403e-05 4.9041006e-05 6.5356995e-05 4.718115e-05 6.0330367e-05 6.3512096e-05 6.725113e-05 7.481809e-05 8.136092e-05 5.554017e-05 9.924254e-05 7.0215065e-05 6.391104e-05 7.331856e-05 8.396648e-05 9.532485e-05 8.7532695e-05 5.7615787e-05 8.083618e-05 0.00010749557 5.9424132e-05 9.540821e-05 9.737612e-05 0.00011945614 8.369699e-05 8.41496e-05 0.00017762418 0.00013793139
10520 1.3552835 0.5068137 0.007787945 0.00011960791 9.607891e-05 0.000100985104 8.439282e-05 8.000103e-05 8.636699e-05 7.8306555e-05 8.838113e-05 8.120178e-05 7.886423e-05 6.3739004e-05 8.460061e-05 9.570187e-05 9.0858455e-05 7.417703e-05 6.656533e-05 8.6281965e-05 8.891483e-05 0.000105644795 9.214917e-05 7.0483664e-05 0.00010648631 6.440276e-05 9.216565e-05 9.636391e-05 6.656928e-05 0.00010385167 8.6565306e-05 9.464343e-05 0.0001092225 7.886231e-05 0.00012052556 7.995687e-05 7.026561e-05 9.5215466e-05 8.619033e-05 8.872149e-05 8.953105e-05 0.00011761897 0.000115485316 0.00012473328 7.393997e-05 0.000110906716 0.00012382171 7.358989e-05 5.6589754e-05 0.000114438335 0.00014652166 9.1084774e-05 9.846152e-05 0.00010838384 0.000119932905 0.000105351784 7.357837e-05 0.00017637295 0.000113818525 0.00013583504 0.0001340553 0.00011642223 0.00014502963 0.00011245434 7.3371164e-05 0.00013203463 0.0002096437
10530 1.3547877 0.5069987 0.0053111813 0.00011401447 9.23008e-05 9.008035e-05 8.407327e-05 6.6099594e-05 5.141204e-05 6.5639775e-05 6.4480424e-05 6.585017e-05 5.3028692e-05 4.359872e-05 5.9497648e-05 4.027415e-05 5.587761e-05 5.124819e-05 5.0375933e-05 6.2380175e-05 4.6318626e-05 4.782874e-05 6.728367e-05 4.5724602e-05 5.7429224e-05 5.1003528e-05 4.1956486e-05 6.789069e-05 5.264901e-05 6.965043e-05 4.6267363e-05 5.2297077e-05 5.4245484e-05 4.357679e-05 6.0558337e-05 2.3623312e-05 4.882459e-05 6.171294e-05 5.9560763e-05 3.450244e-05 6.664888e-05 6.963032e-05 5.447194e-05 5.649115e-05 5.72412e-05 6.543693e-05 6.12062e-05 5.5733035e-05 5.9897622e-05 6.9064896e-05 6.997816e-05 5.135073e-05 6.0989387e-05 6.54333e-05 7.28063e-05 6.782485e-05 6.134713e-05 8.4911444e-05 9.774366e-05 5.264912e-05 8.279191e-05 5.8766545e-05 8.836902e-05 0.00011991887 6.75105e-05 0.0001008178 5.8163005e-05
10540 1.3553395 0.5068847 0.009703896 0.00010393049 8.17435e-05 9.35798e-05 7.739933e-05 5.9313134e-05 5.6077144e-05 6.0694532e-05 6.1421604e-05 6.7851135e-05 6.1007424e-05 4.034175e-05 5.703516e-05 4.721985e-05 5.1206487e-05 3.9930277e-05 4.538494e-05 5.2264248e-05 5.0575694e-05 4.764023e-05 6.403623e-05 3.880531e-05 4.7702215e-05 4.321552e-05 4.6799974e-05 4.7018213e-05 4.6697285e-05 7.2575844e-05 4.1408053e-05 4.3062617e-05 4.0599003e-05 3.4399614e-05 4.75177e-05 2.4791192e-05 4.1331412e-05 3.936164e-05 3.8269183e-05 2.0239944e-05 4.9015598e-05 4.4425004e-05 3.703322e-05 7.441079e-05 3.8258342e-05 4.920866e-05 7.6767865e-05 6.4700216e-05 7.072001e-05 6.942474e-05 5.0214196e-05 6.384767e-05 4.0024053e-05 6.0058683e-05 6.908421e-05 7.8021956e-05 6.5542896e-05 5.325398e-05 6.6646295e-05 7.1359485e-05 8.5154934e-05 4.5099023e-05 6.895427e-05 6.499018e-05 6.2951585e-05 0.000109434375 6.460076e-05
10550 1.3550844 0.5071992 0.007191693 0.00011444511 8.1892045e-05 9.8850134e-05 8.191553e-05 6.740424e-05 6.61033e-05 5.869994e-05 6.877336e-05 7.14369e-05 6.0469934e-05 4.869945e-05 5.5373257e-05 5.4288237e-05 5.4980137e-05 5.5904722e-05 3.4281242e-05 5.675582e-05 5.6419896e-05 4.85751e-05 5.1284016e-05 4.3740787e-05 4.5293928e-05 5.2278334e-05 5.6577548e-05 4.718417e-05 4.605026e-05 7.077294e-05 4.220415e-05 5.0807856e-05 4.900283e-05 4.636608e-05 4.479178e-05 3.6310506e-05 3.1180425e-05 4.211121e-05 4.3820437e-05 2.4246992e-05 5.6277426e-05 5.4248798e-05 4.1400428e-05 6.352514e-05 4.432943e-05 5.6612414e-05 7.328738e-05 7.50268e-05 5.8220758e-05 8.612058e-05 5.283974e-05 4.435803e-05 2.9082012e-05 6.386156e-05 0.000118904514 0.00011283016 7.7924284e-05 6.532932e-05 0.00011975338 6.012942e-05 6.847745e-05 0.00010710107 9.5321055e-05 9.8364384e-05 7.113783e-05 0.00018599606 0.00027614518
10560 1.3546664 0.50734985 0.008997055 9.407025e-05 9.135316e-05 0.00011438589 7.675232e-05 5.0749317e-05 8.056212e-05 8.830123e-05 8.06834e-05 6.17803e-05 7.67757e-05 4.3189462e-05 6.5428954e-05 5.456056e-05 5.1451945e-05 4.7063266e-05 4.4166805e-05 5.5316053e-05 4.7951577e-05 6.0174545e-05 5.0581e-05 3.8776518e-05 5.066677e-05 3.279928e-05 6.272989e-05 5.5862274e-05 3.5958503e-05 5.1092968e-05 5.1130104e-05 3.659942e-05 4.75362e-05 5.924555e-05 5.7401576e-05 4.11989e-05 3.5097608e-05 5.611586e-05 5.0936454e-05 4.457667e-05 5.0692834e-05 6.5746295e-05 5.6858622e-05 6.4030486e-05 4.853287e-05 4.7438756e-05 6.9150796e-05 5.7604346e-05 4.1921627e-05 5.1030504e-05 6.0659848e-05 4.8233847e-05 7.279591e-05 6.181154e-05 7.6390745e-05 6.451287e-05 5.2651183e-05 9.1225935e-05 8.798988e-05 7.6148346e-05 8.116596e-05 9.0685695e-05 0.00012317834 7.30861e-05 5.6846966e-05 0.00013492299 0.00019484184
10570 1.3541874 0.50736684 0.004586727 0.000114199254 8.485467e-05 0.00010652318 8.8951696e-05 6.566893e-05 9.689736e-05 6.308432e-05 6.3819934e-05 7.512128e-05 7.469136e-05 4.8817783e-05 6.8551664e-05 5.726621e-05 5.587651e-05 5.0798615e-05 5.3221116e-05 4.983244e-05 5.912573e-05 5.8927864e-05 4.7422614e-05 4.9273996e-05 4.204589e-05 6.118843e-05 5.2920106e-05 6.414783e-05 4.8767713e-05 6.2557774e-05 5.8443176e-05 5.4232518e-05 5.9950158e-05 8.877335e-05 6.5117776e-05 4.3649357e-05 3.3438373e-05 6.9695205e-05 5.3430154e-05 3.4262514e-05 7.885937e-05 7.0904134e-05 5.6467827e-05 7.723332e-05 3.9963856e-05 9.6909935e-05 8.518462e-05 8.538134e-05 8.764832e-05 7.255502e-05 8.2967745e-05 8.1789425e-05 5.231877e-05 7.683222e-05 8.233244e-05 8.428879e-05 9.0520414e-05 9.5708296e-05 7.4068936e-05 7.348867e-05 0.00012937366 7.930637e-05 0.0001361466 8.573143e-05 8.56678e-05 0.000103744744 9.325329e-05
10580 1.3546093 0.5072535 0.008120558 0.00016069434 0.000121583944 0.00016183252 0.0001232547 8.1363345e-05 0.00011584264 0.00010393503 0.00011942213 0.000115183844 0.00011303268 8.9655536e-05 0.00011290834 8.1155165e-05 9.959291e-05 0.00010854672 8.9943846e-05 0.00011863057 0.000105368264 0.00010556658 0.00010701317 7.431869e-05 0.00010921642 8.277028e-05 0.00011520824 0.00010648566 0.00010047266 0.0001255774 9.455774e-05 8.000288e-05 8.4389096e-05 7.908902e-05 8.1485974e-05 7.8499186e-05 6.921544e-05 9.037773e-05 8.126851e-05 6.7977526e-05 8.0685066e-05 0.0001066723 8.3280356e-05 9.572052e-05 0.00011274185 9.132134e-05 0.00012339158 0.00013740345 9.615199e-05 0.00016110597 8.4920895e-05 0.00010060538 9.354327e-05 0.00013639669 0.00015951917 0.00015733171 0.00012968852 0.00010690958 0.00014563969 0.00011412128 0.00013647634 0.00011040385 0.00012813078 0.00012336725 7.447546e-05 0.00010885984 0.00018902252
10590 1.354318 0.50758046 0.006711684 8.664834e-05 7.697326e-05 9.5502975e-05 7.392432e-05 7.706985e-05 5.2739146e-05 7.4748685e-05 6.662865e-05 5.4290536e-05 5.127805e-05 5.6626057e-05 5.493694e-05 5.4221196e-05 4.2878488e-05 5.0295952e-05 6.1546874e-05 5.6643512e-05 6.152006e-05 5.3782667e-05 6.252648e-05 6.5523294e-05 4.995593e-05 5.1975974e-05 4.5781562e-05 8.3890685e-05 5.2819887e-05 7.656355e-05 5.616282e-05 6.0674043e-05 5.5518758e-05 5.6743524e-05 5.6566685e-05 3.9399532e-05 4.620295e-05 5.95095e-05 6.692731e-05 2.8622375e-05 5.5664168e-05 6.4301996e-05 4.529076e-05 3.2542986e-05 3.859415e-05 6.9438196e-05 4.624979e-05 6.130765e-05 4.8540445e-05 6.383035e-05 7.247089e-05 4.7919388e-05 5.137638e-05 5.9281225e-05 6.471244e-05 6.7579545e-05 4.522383e-05 5.2479463e-05 7.236865e-05 5.8333855e-05 7.5795855e-05 6.313614e-05 9.5836585e-05 7.15394e-05 6.644644e-05 7.811779e-05 9.8023986e-05
10600 1.3549117 0.50721157 0.004170309 0.00012604363 8.7618326e-05 0.000113576745 9.9428806e-05 6.110766e-05 9.380813e-05 5.7302714e-05 6.560135e-05 6.543232e-05 9.398056e-05 5.3076066e-05 7.519083e-05 5.554664e-05 6.103537e-05 5.567868e-05 3.8433147e-05 5.7783924e-05 5.863498e-05 6.23591e-05 4.2491607e-05 4.1619413e-05 5.770198e-05 3.7497142e-05 6.72232e-05 5.924794e-05 4.4260054e-05 6.2690866e-05 4.493479e-05 3.6288013e-05 4.462045e-05 5.845777e-05 5.2248226e-05 2.4541341e-05 3.760279e-05 5.037771e-05 4.612457e-05 2.8353268e-05 4.1928848e-05 5.072288e-05 5.4945936e-05 5.1849715e-05 6.41631e-05 5.5127766e-05 6.375767e-05 9.555147e-05 4.824389e-05 7.914925e-05 6.223712e-05 6.9648384e-05 5.3564163e-05 7.776297e-05 0.00012211819 0.00011742718 6.1717416e-05 6.3180065e-05 0.00011134284 8.7328124e-05 6.030539e-05 0.00013491251 0.0001396583 9.7659125e-05 0.00010871072 0.00022960211 0.0003330678
10610 1.3547089 0.5073052 0.009472223 9.335673e-05 5.6367386e-05 0.00010047001 7.734865e-05 5.1302948e-05 7.013039e-05 5.3911004e-05 5.8078764e-05 5.043655e-05 6.994139e-05 4.6186535e-05 4.941825e-05 4.6541874e-05 5.534574e-05 4.4316606e-05 4.4743178e-05 4.319032e-05 3.9285707e-05 5.095983e-05 3.97188e-05 3.870724e-05 4.139992e-05 4.0883464e-05 5.719581e-05 3.9634506e-05 3.0287898e-05 4.9378206e-05 3.6408364e-05 4.119705e-05 3.3832468e-05 4.5342054e-05 4.4395372e-05 3.6780886e-05 3.2380132e-05 4.0389707e-05 3.4981433e-05 2.8288146e-05 4.987022e-05 5.945002e-05 4.6786743e-05 5.1472358e-05 2.769082e-05 5.035685e-05 4.5903074e-05 6.0361683e-05 4.8778777e-05 5.6056066e-05 5.7802285e-05 4.5759367e-05 4.6445606e-05 4.5962737e-05 7.768609e-05 5.9225702e-05 5.715354e-05 4.0465464e-05 5.9396683e-05 5.6201476e-05 5.3471904e-05 7.81089e-05 7.685918e-05 3.787945e-05 6.9302114e-05 0.000116498144 0.00014692904
10620 1.3547248 0.50732183 0.005213962 5.8568465e-05 4.3030173e-05 6.119471e-05 5.4938504e-05 4.7795165e-05 3.8694347e-05 4.2552267e-05 5.1274605e-05 4.5708715e-05 3.889357e-05 3.5473087e-05 4.5927372e-05 3.5875364e-05 4.0997358e-05 3.9255407e-05 4.5311685e-05 5.2741398e-05 3.9702834e-05 4.0345294e-05 5.3688967e-05 3.6972553e-05 4.4686913e-05 4.386135e-05 4.4805307e-05 5.767141e-05 4.2743188e-05 6.0595787e-05 4.934688e-05 4.135942e-05 4.6410474e-05 5.044217e-05 5.5463566e-05 2.6321019e-05 5.0116665e-05 5.037261e-05 4.504812e-05 2.7852046e-05 5.9871312e-05 5.7546273e-05 4.2135074e-05 3.790572e-05 3.778524e-05 5.318621e-05 4.2883457e-05 4.1527634e-05 3.9258804e-05 4.8179758e-05 5.8845864e-05 3.4921588e-05 5.4188593e-05 4.3728247e-05 5.1028128e-05 4.8741327e-05 5.798904e-05 5.3320888e-05 6.176917e-05 7.013503e-05 5.4240147e-05 8.076637e-05 9.4595685e-05 8.881208e-05 6.552585e-05 0.00011157376 3.9657974e-05
10630 1.3546549 0.507488 0.0058900537 0.00018851776 0.00010642464 0.000156638 0.00013989733 9.2553106e-05 0.00013500216 8.54331e-05 0.00010289674 8.7687076e-05 0.000117018004 8.705664e-05 9.8980054e-05 6.114171e-05 6.522495e-05 7.4328425e-05 8.0885504e-05 8.9965506e-05 8.461579e-05 9.145574e-05 6.439579e-05 7.2155184e-05 7.5481694e-05 6.6573535e-05 9.470124e-05 7.044949e-05 6.2510146e-05 0.00010950906 6.530592e-05 3.753647e-05 6.03127e-05 7.9669335e-05 7.705198e-05 4.9491784e-05 5.1550323e-05 5.8867867e-05 7.21577e-05 9.8469936e-05 7.832638e-05 6.758492e-05 8.021014e-05 8.160308e-05 8.7878616e-05 6.070407e-05 9.247695e-05 8.60524e-05 6.0990187e-05 8.106522e-05 7.791429e-05 0.00010432429 6.725593e-05 0.0001150324 0.00011673905 0.000111358255 6.619428e-05 6.104867e-05 6.7036075e-05 0.000114076225 6.855246e-05 7.339482e-05 6.34857e-05 7.424527e-05 4.982696e-05 8.2228726e-05 9.1121205e-05
10640 1.3556948 0.5071563 0.011104739 0.00014913834 0.000121885314 0.00014138668 0.000114885974 8.782044e-05 9.741618e-05 9.4575626e-05 9.339563e-05 9.969213e-05 0.000111359484 7.646057e-05 9.446406e-05 7.3348856e-05 8.720248e-05 7.666755e-05 5.794813e-05 0.00010478704 9.238041e-05 8.806946e-05 0.00010540883 6.727237e-05 0.00010619803 8.3219835e-05 8.4466184e-05 8.0800506e-05 7.8985984e-05 0.00011339323 5.636765e-05 7.036198e-05 7.372426e-05 4.760216e-05 5.912646e-05 6.71137e-05 5.722081e-05 4.657043e-05 7.253022e-05 4.2907646e-05 5.787709e-05 6.2473795e-05 6.5294415e-05 8.44015e-05 6.922934e-05 7.9265395e-05 0.000107521344 0.00010184179 6.31341e-05 0.00011431303 7.051645e-05 6.583807e-05 6.9784524e-05 9.5657444e-05 0.0001218113 0.00010256373 0.000105304025 8.477227e-05 0.000110926936 7.8150435e-05 8.166685e-05 0.00010402945 9.2722534e-05 7.0874295e-05 5.6726236e-05 9.160772e-05 0.0001628612
10650 1.3547206 0.5075177 0.0060365186 0.00010651053 7.5575124e-05 7.3732284e-05 6.62961e-05 6.168807e-05 7.5494434e-05 5.7191322e-05 7.7410376e-05 5.664425e-05 8.690579e-05 8.332599e-05 7.645436e-05 5.226946e-05 5.548803e-05 5.285169e-05 5.8135698e-05 6.911335e-05 5.956241e-05 7.4532334e-05 6.714699e-05 5.185962e-05 5.5194174e-05 7.459293e-05 7.14172e-05 5.6730714e-05 5.6384753e-05 7.4713615e-05 4.5897777e-05 2.9744293e-05 4.4944394e-05 8.307572e-05 4.5790075e-05 4.524492e-05 6.485699e-05 5.2944717e-05 5.072375e-05 2.7152502e-05 7.332863e-05 8.122721e-05 4.7071127e-05 5.518423e-05 4.8555677e-05 8.57288e-05 4.9201026e-05 6.8378526e-05 7.719624e-05 5.615116e-05 7.800276e-05 4.430151e-05 4.4700697e-05 5.1970692e-05 9.797395e-05 6.662369e-05 7.55438e-05 5.258419e-05 7.7565e-05 4.7863105e-05 6.470321e-05 8.521318e-05 0.00014140038 6.5955195e-05 0.00010663269 0.00012771254 0.00014380677
10660 1.3546666 0.5076297 0.005180704 9.381991e-05 5.4261305e-05 7.99304e-05 6.3728636e-05 5.2494823e-05 6.9110094e-05 6.195223e-05 5.1608615e-05 6.188578e-05 6.775474e-05 5.1079285e-05 6.31732e-05 2.9061406e-05 4.6779176e-05 4.0916464e-05 3.1469164e-05 4.188132e-05 5.587371e-05 4.7841946e-05 5.2582018e-05 4.464103e-05 4.1503463e-05 3.1672498e-05 5.467256e-05 4.0669347e-05 3.2083877e-05 3.84427e-05 3.408274e-05 2.5471247e-05 3.1974476e-05 4.61385e-05 2.8344311e-05 4.2311345e-05 3.166254e-05 3.8295184e-05 3.7631864e-05 3.6915106e-05 3.979453e-05 5.7613477e-05 3.6804246e-05 4.1528616e-05 5.2490803e-05 2.8395498e-05 5.3283813e-05 5.5966102e-05 3.7853682e-05 5.6575635e-05 4.9022252e-05 5.7488465e-05 4.4122742e-05 5.5135028e-05 5.714792e-05 5.7953017e-05 4.657205e-05 3.272962e-05 4.359928e-05 4.9386064e-05 4.4825854e-05 4.2523403e-05 6.0899314e-05 4.7520563e-05 3.1736006e-05 5.7318437e-05 5.21636e-05
10670 1.3537377 0.5080302 0.005100102 0.00010902679 8.411999e-05 0.00013312767 0.00013148968 7.674859e-05 7.402576e-05 7.4810574e-05 7.5679854e-05 8.599866e-05 7.358158e-05 6.562159e-05 8.231338e-05 5.265265e-05 5.7804296e-05 7.299127e-05 7.548602e-05 6.711632e-05 5.8888705e-05 5.88916e-05 7.832679e-05 6.270126e-05 5.803159e-05 8.942323e-05 6.2118954e-05 7.284244e-05 7.767732e-05 0.00015300291 7.650791e-05 7.545525e-05 8.4351515e-05 8.551342e-05 8.717409e-05 3.487451e-05 6.734147e-05 6.5533604e-05 6.568909e-05 3.867018e-05 0.00011028096 8.015158e-05 6.333263e-05 8.966728e-05 4.5895846e-05 0.00012934716 7.6719865e-05 8.907769e-05 0.000107566346 7.266776e-05 0.00010825237 6.771091e-05 6.9181035e-05 6.79872e-05 6.500876e-05 5.8058173e-05 8.7504755e-05 7.3058625e-05 8.543852e-05 7.66497e-05 0.00011655853 6.905868e-05 0.00016398005 9.047533e-05 0.00012911884 7.9570455e-05 9.739396e-05
