global_step mean_loss accuracy conv1_kernel_gradient_mean_norm res2_0_branch2_kernel_gradient_mean_norm res2_1_branch2_kernel_gradient_mean_norm res2_2_branch2_kernel_gradient_mean_norm res2_3_branch2_kernel_gradient_mean_norm res2_4_branch2_kernel_gradient_mean_norm res2_5_branch2_kernel_gradient_mean_norm res2_6_branch2_kernel_gradient_mean_norm res2_7_branch2_kernel_gradient_mean_norm res2_8_branch2_kernel_gradient_mean_norm res2_9_branch2_kernel_gradient_mean_norm res2_10_branch2_kernel_gradient_mean_norm res2_11_branch2_kernel_gradient_mean_norm res2_12_branch2_kernel_gradient_mean_norm res2_13_branch2_kernel_gradient_mean_norm res2_14_branch2_kernel_gradient_mean_norm res2_15_branch2_kernel_gradient_mean_norm res2_16_branch2_kernel_gradient_mean_norm res2_17_branch2_kernel_gradient_mean_norm res2_18_branch2_kernel_gradient_mean_norm res2_19_branch2_kernel_gradient_mean_norm res2_20_branch2_kernel_gradient_mean_norm res2_21_branch2_kernel_gradient_mean_norm res2_22_branch2_kernel_gradient_mean_norm res2_23_branch2_kernel_gradient_mean_norm res2_24_branch2_kernel_gradient_mean_norm res2_25_branch2_kernel_gradient_mean_norm res2_26_branch2_kernel_gradient_mean_norm res2_27_branch2_kernel_gradient_mean_norm res2_28_branch2_kernel_gradient_mean_norm res2_29_branch2_kernel_gradient_mean_norm res2_30_branch2_kernel_gradient_mean_norm res2_31_branch2_kernel_gradient_mean_norm res2_32_branch2_kernel_gradient_mean_norm res2_33_branch2_kernel_gradient_mean_norm res2_34_branch2_kernel_gradient_mean_norm res2_35_branch2_kernel_gradient_mean_norm res2_36_branch2_kernel_gradient_mean_norm res2_37_branch2_kernel_gradient_mean_norm res2_38_branch2_kernel_gradient_mean_norm res2_39_branch2_kernel_gradient_mean_norm res2_40_branch2_kernel_gradient_mean_norm res2_41_branch2_kernel_gradient_mean_norm res2_42_branch2_kernel_gradient_mean_norm res2_43_branch2_kernel_gradient_mean_norm res2_44_branch2_kernel_gradient_mean_norm res2_45_branch2_kernel_gradient_mean_norm res2_46_branch2_kernel_gradient_mean_norm res2_47_branch2_kernel_gradient_mean_norm res2_48_branch2_kernel_gradient_mean_norm res2_49_branch2_kernel_gradient_mean_norm res2_50_branch2_kernel_gradient_mean_norm res2_51_branch2_kernel_gradient_mean_norm res2_52_branch2_kernel_gradient_mean_norm res2_53_branch2_kernel_gradient_mean_norm res2_54_branch2_kernel_gradient_mean_norm res2_55_branch2_kernel_gradient_mean_norm res2_56_branch2_kernel_gradient_mean_norm res2_57_branch2_kernel_gradient_mean_norm res2_58_branch2_kernel_gradient_mean_norm res2_59_branch2_kernel_gradient_mean_norm res2_60_branch2_kernel_gradient_mean_norm res2_61_branch2_kernel_gradient_mean_norm res2_62_branch2_kernel_gradient_mean_norm res2_63_branch2_kernel_gradient_mean_norm
100 2.4343014 0.0996875 0.0008388875 4.4504068e-05 5.6016128e-05 5.2341045e-05 6.6210996e-05 5.763739e-05 6.592037e-05 6.707945e-05 7.853602e-05 6.098953e-05 7.128928e-05 6.299027e-05 7.73712e-05 8.841814e-05 8.44982e-05 8.9649504e-05 8.63534e-05 0.0001046816 9.844474e-05 0.00010699804 9.900162e-05 8.662092e-05 0.00012500132 0.000119594726 0.0001006725 9.698485e-05 0.00012109706 0.000132939 0.00011830545 0.00014255231 0.00013691185 0.00012196728 0.00015890569 0.0001714961 0.00016175526 0.00016200333 0.00016182127 0.00015196728 0.00016425039 0.00014457246 0.00022092996 0.0001623703 0.00020296812 0.00022543951 0.00018519703 0.000252536 0.0002034915 0.00024082066 0.00012108741 0.0003052691 0.00028823697 0.00027483286 0.00020206223 0.00016862593 0.00020933499 0.00020807277 0.00024563132 0.00025933026 0.00023633218 0.00028942912 0.00030256915 0.00031347614 0.0005596238 0.00049593655 0.00030084836
110 2.4223475 0.101136364 0.0009117164 5.1897532e-05 7.996561e-05 5.2660074e-05 7.694819e-05 6.388788e-05 5.8241163e-05 7.3387855e-05 9.330441e-05 7.872356e-05 7.7677294e-05 8.210963e-05 9.106744e-05 9.606223e-05 9.227624e-05 0.000120996294 9.566971e-05 0.00013219632 0.000121588084 0.00012297236 0.00012280549 0.00011701763 0.00015609065 0.00016373512 0.00013952621 0.00018195141 0.00011252154 0.00015786108 0.00013355345 0.00013074203 0.00020494482 0.00017147037 0.00015165788 0.0001672339 0.00018869132 0.00015180382 0.00017068484 0.00013205875 0.00018329862 0.0001681687 0.00027806615 0.00020264772 0.00012389905 0.00025847662 0.00023150412 0.0002446347 0.00020392674 0.00029016222 0.00034805294 0.00030123047 0.00023014442 0.00020544496 0.00031072675 0.00038838107 0.00024747555 0.0002734242 0.0004197722 0.0004203131 0.00043653883 0.000306258 0.00066121924 0.00046194938 0.00029592097 0.0006406884 0.00051356514
120 2.4141366 0.10338542 0.0010583757 7.136088e-05 6.239874e-05 6.770371e-05 8.5146356e-05 7.209849e-05 7.9863166e-05 8.222832e-05 9.6382086e-05 7.985675e-05 9.369578e-05 7.7998644e-05 0.00013502834 0.00011672508 0.000118089956 0.00011313423 0.00013355608 0.00016076215 0.000111161826 0.00015157602 0.00014008318 0.0001308394 0.00014839746 0.00017645767 0.00013379965 0.00011777598 0.00018826663 0.00021795782 0.00016206835 0.0002136032 0.00021251517 0.0001788841 0.0002024456 0.00019062607 0.00021708167 0.00020615442 0.00023649461 0.00017649768 0.00027194223 0.00025510052 0.0002624666 0.00017938444 0.00026883325 0.00026036418 0.00021064922 0.00035729827 0.00025566775 0.0003350528 0.00024894922 0.00046577537 0.00044999557 0.00041858442 0.0003171893 0.0003812862 0.00033397117 0.00028056957 0.00033241406 0.00034336964 0.00029070536 0.00046502522 0.00044652226 0.0005036943 0.00066728774 0.00070187275 0.00040615865
130 2.4046783 0.10625 0.0014621288 5.001682e-05 4.667151e-05 6.1087965e-05 5.8328347e-05 5.4090408e-05 6.2084706e-05 5.778256e-05 7.0396854e-05 7.71473e-05 6.39956e-05 6.8003916e-05 7.437206e-05 8.526919e-05 7.920385e-05 8.80331e-05 8.626937e-05 7.473511e-05 8.26991e-05 7.5158074e-05 9.510775e-05 0.00012269393 7.397671e-05 0.00010334299 0.00011582805 0.00014773593 0.00013544176 0.00012032212 0.00010571731 0.00013708077 0.00010693523 8.37343e-05 0.00010141751 0.00012297618 0.00017499084 0.00011027227 0.00015252201 0.00010312014 0.00022974199 0.00014885495 0.00013533577 0.00016069405 0.00018869966 0.00021353988 0.0001866896 0.00016670203 0.00022840431 0.00016554496 0.000223576 0.00026473028 0.00024873763 0.000253878 0.0003614668 0.000360843 0.00035187782 0.0003161543 0.00040201077 0.0004099646 0.00027939692 0.00045137925 0.00029260645 0.0002969561 0.00030384486 0.00042520068 0.00046902883
140 2.395655 0.10803571 0.00089811796 3.3905053e-05 2.902105e-05 7.7711644e-05 5.4043074e-05 4.804716e-05 7.828719e-05 4.820632e-05 6.662756e-05 8.6784385e-05 6.170398e-05 4.356375e-05 7.246866e-05 9.0086476e-05 6.740214e-05 0.00010092063 8.1423e-05 8.317873e-05 6.6083776e-05 7.301025e-05 6.802524e-05 0.00011606418 6.752889e-05 0.00011314996 0.000111190195 0.0001417756 0.00015562803 0.0001398792 9.854761e-05 0.00014741068 7.57309e-05 8.128842e-05 8.693846e-05 0.00011760597 0.00017694771 7.187698e-05 0.00015214419 0.00010850965 0.000234186 0.00015472395 9.704712e-05 0.0001329417 0.00020956094 0.0002220004 0.00017021697 0.00018036042 0.00022928734 0.00014818308 0.00021264437 0.00031533823 0.00027963732 0.00034711306 0.00039404238 0.00035673095 0.0003814411 0.00027153562 0.00045657554 0.00043219049 0.0001359101 0.0005557148 0.00012922457 0.0002955039 0.00036946224 0.00030979555 0.00040195955
150 2.3899338 0.109375 0.0026528942 9.504695e-05 9.785918e-05 0.000120527766 0.00014045293 0.00013670039 0.00012773137 0.0001203455 0.00016258526 0.00014440127 0.00012186383 0.00013488706 0.0001512826 0.00017556443 0.00017050236 0.00015546393 0.00017259897 0.0001506841 0.00015564858 0.00016495155 0.00017116767 0.00019888733 0.0001787324 0.00016335209 0.0002003376 0.00021079897 0.00025214854 0.00022237899 0.00025247122 0.00021722802 0.00019724054 0.00021211688 0.0002702204 0.00026217152 0.00024270019 0.00027535844 0.00021422328 0.00015139928 0.0002237657 0.00017092815 0.00022265344 0.00022472657 0.00025140803 0.000249139 0.00042896203 0.00026071144 0.00030211892 0.00046523477 0.0003218261 0.00039411781 0.00030080078 0.00033869577 0.00033358537 0.0005263882 0.00034155278 0.00031839663 0.00051291345 0.0005359224 0.000306203 0.0007782148 0.000374368 0.00046799393 0.00079265476 0.00086238247 0.00047022608
160 2.3852713 0.10917969 0.00066264713 2.8698816e-05 3.7262427e-05 4.5122724e-05 4.3474705e-05 4.321601e-05 4.0661587e-05 3.735894e-05 4.9210757e-05 5.833536e-05 3.840162e-05 4.5164576e-05 4.0267158e-05 5.832541e-05 5.1266485e-05 7.059564e-05 6.351721e-05 6.477489e-05 7.056039e-05 6.29236e-05 6.0639155e-05 7.666664e-05 8.483738e-05 8.876101e-05 9.422514e-05 0.000111408866 9.4125826e-05 8.576564e-05 6.8812406e-05 7.790659e-05 0.00010348237 0.000100812154 9.442613e-05 0.00010620289 0.00010660942 0.00010013826 0.00011279569 8.6618005e-05 0.00013289913 0.0001019116 0.0001553423 0.00010697955 0.00014372788 0.00016796026 0.00012264136 0.0001288801 0.00016311574 0.00015348561 0.00019876029 0.00019096237 0.00017291078 0.00023891414 0.00024262925 0.00024957344 0.000208391 0.00023705067 0.00035289323 0.00037807634 0.00024080109 0.00033190264 0.00032387333 0.00028900272 0.0002629782 0.00037493045 0.00036080467
170 2.3792334 0.11121324 0.0015849521 4.5810382e-05 6.996148e-05 5.315483e-05 6.6995904e-05 7.042364e-05 6.005595e-05 6.7060144e-05 7.749242e-05 6.114912e-05 6.5649496e-05 6.256469e-05 6.864092e-05 7.849533e-05 8.365762e-05 9.201459e-05 6.8199486e-05 8.739338e-05 8.274871e-05 7.171183e-05 8.297434e-05 7.569439e-05 8.808626e-05 8.989007e-05 9.194906e-05 6.4796965e-05 9.490071e-05 0.00010162457 9.357894e-05 0.00011457151 9.9392586e-05 0.00010599107 0.00011946249 0.0001339163 0.00010510015 0.00010176089 0.0001232298 7.146536e-05 0.00011461739 0.00011447033 0.00012175787 8.1016566e-05 7.412916e-05 0.000120285295 0.00013923903 0.00013996825 7.6360055e-05 0.00019057169 0.0002056743 0.00017644372 0.00014702797 0.00016699008 0.00019334296 0.00024591 0.00016883388 0.00011164687 0.00023907714 0.00018400753 0.00018719463 0.00031438906 0.00019681011 9.582841e-05 0.0003076748 0.00039602994 0.00021247372
180 2.372744 0.11475694 0.0012057036 3.9690967e-05 5.027699e-05 6.189266e-05 5.9056096e-05 7.340489e-05 5.3640433e-05 5.8345326e-05 6.5502805e-05 7.504449e-05 6.811394e-05 8.065565e-05 7.684434e-05 8.468029e-05 8.4554675e-05 7.4259275e-05 8.968906e-05 6.5158754e-05 9.862568e-05 9.2771086e-05 6.17104e-05 9.538936e-05 7.9959485e-05 8.024721e-05 0.000113655165 0.00012734997 0.00011155788 0.000119434655 9.727688e-05 0.00011368787 9.300625e-05 9.710362e-05 0.00010183376 0.000111131885 0.00012899279 0.000117992175 0.00011425227 0.00010029466 0.00016187517 0.00014317349 0.00011535492 0.00013293058 0.00016928224 0.00016887578 0.00016155127 0.00012432778 0.00019950258 0.00013563703 0.0001323711 0.00021074571 0.00017920292 0.00023895864 0.00019154418 0.00021088375 0.00019865116 0.0003204325 0.00032489275 0.00036718842 0.00010746958 0.0003786028 0.00022008478 0.00033258984 0.0002740281 0.00033783278 0.00023244639
190 2.366132 0.11694079 0.0014389954 5.5848523e-05 6.2854764e-05 7.309984e-05 7.871069e-05 7.256364e-05 0.00011837132 7.579946e-05 8.689916e-05 0.00012476809 8.349871e-05 6.6100234e-05 0.00013184428 0.00013350233 0.00010790886 0.00013161878 0.00010189205 0.00014216107 0.000100256 0.00014096491 9.6455835e-05 0.00010142287 0.00012506428 0.00016175743 0.00014406351 0.00012709374 0.00016694881 0.00018148005 0.00013674903 0.00024557294 0.00014812553 0.00017076319 0.00020839555 0.00020421649 0.00021835681 0.00019971504 0.00019456462 0.00016893646 0.0002095606 0.00022808762 0.00023214685 0.00019200493 0.00024403217 0.00027452386 0.00023820295 0.00029408475 0.00019396453 0.00035590059 0.00025115148 0.00037424229 0.00031475732 0.0003697184 0.00016389614 0.00027270938 0.00026707447 0.00028375478 0.00039567356 0.00038956376 0.0003588281 0.00025970215 0.00038049818 0.0002492184 0.00069614575 0.0006786569 0.00057381723
200 2.360156 0.11921875 0.0018483958 4.015354e-05 6.682345e-05 4.2197764e-05 5.6886765e-05 6.6411456e-05 6.516454e-05 7.12105e-05 7.494266e-05 6.984031e-05 7.215866e-05 8.0565056e-05 8.268659e-05 7.8507015e-05 8.333049e-05 0.00010016605 7.451359e-05 9.094301e-05 9.66121e-05 8.406974e-05 9.327855e-05 7.5826545e-05 0.00010729092 9.469119e-05 0.00011737747 8.504803e-05 0.00010167704 0.00011658917 0.00013414277 0.0001459853 0.00015443782 0.00013016739 0.00015832741 0.00015758046 0.0001606971 0.00013452857 0.00015842542 0.00011696639 0.00017950518 0.00020957224 0.0001690737 0.00014102762 0.00018750357 0.00019184574 0.00015626718 0.00025960064 0.0001327436 0.00028367236 0.00014008472 0.00030645783 0.0003047933 0.00030162602 0.00027666296 0.0002054618 0.00016331562 0.00017428354 0.00024086438 0.00019588953 0.0002005152 0.00029073743 0.00030955064 0.00034469835 0.00055551674 0.0006043499 0.0002504511
210 2.3560095 0.11875 0.0016873484 4.939101e-05 8.9323985e-05 8.199109e-05 8.154678e-05 8.6443906e-05 0.00011222274 7.735392e-05 8.559391e-05 0.00010206792 9.032285e-05 6.6897155e-05 8.490798e-05 0.00010646644 7.538628e-05 0.00011129481 8.869465e-05 0.00011476304 9.894877e-05 8.232233e-05 8.2899736e-05 8.259668e-05 0.00010194992 0.00011751677 0.00010223446 9.970925e-05 0.00011280026 0.00011060799 9.805698e-05 0.00018893716 0.00010761541 0.00010902336 0.00015908343 0.00017629431 0.00017306098 0.00015247337 0.00019207239 0.00014454081 0.00017609332 0.00011632895 0.00016964469 0.0001808125 0.00017613303 0.00021254693 0.00020357287 0.00021500619 0.00019338496 0.00023429275 0.00017836793 0.0002536922 0.00020240834 0.00023854614 0.00021059843 0.00022704873 0.00024117975 0.0002538044 0.00036794017 0.0003598168 0.00025258545 0.0002585124 0.00021198393 0.00012864111 0.0004951176 0.00042323206 0.00043220603
220 2.3495872 0.12173296 0.0023532594 8.090297e-05 0.00010703984 0.00011848164 0.00010041568 0.000105598905 0.00011014029 8.098366e-05 0.0001298974 0.00013133032 0.00011983235 0.000111785426 0.00011870807 0.00014772764 0.00012593585 0.00015598313 0.0001439414 0.0001461098 0.00013632237 0.00012463535 0.00012206873 0.00013330296 0.00016946044 0.00017117584 0.00014547915 0.0001535761 0.0001958095 0.00020550204 0.00017821633 0.00023850433 0.00016807728 0.0001782438 0.00022100836 0.00018871667 0.00023032771 0.00021713082 0.0002152344 0.00020594445 0.00022837985 0.00021832676 0.00020885494 0.0002681667 0.00025632302 0.00021997583 0.00027939843 0.00027169375 0.00027640772 0.00034632345 0.0001921082 0.00024250451 0.00019283405 0.00032438032 0.00032289815 0.00021065396 0.0003631671 0.0005114736 0.00055359013 0.00034824765 0.00038107633 0.0003864573 0.00031976236 0.00033987893 0.00061649363 0.0004100784 0.00052680733
